pid	ip	cluster
5810	1.7	C5
5810	1.8	C5
5810	2.0	C5
5811	1.3	C2
5811	1.5	C1
5811	1.6	C1
5811	1.7	C1
5811	1.8	C1
5811	2.0	C1
5812	1.3	C4
5812	1.5	C3
5812	1.6	C5
5812	1.7	C5
5812	1.8	C5
5812	2.0	C5
5813	1.3	C4
5813	1.5	C3
5813	1.6	C5
5813	1.7	C5
5813	1.8	C5
5813	2.0	C5
5814	1.3	C7
5814	1.5	C7
5814	1.6	C7
5814	1.7	C7
5814	1.8	C7
5814	2.0	C7
5815	1.3	C1
5815	1.5	C11
5815	1.6	C11
5815	1.7	C11
5815	1.8	C11
5815	2.0	C11
5816	1.3	C2
5816	1.5	C14
5816	1.6	C14
5816	1.7	C14
5816	1.8	C14
5816	2.0	C14
5817	1.3	C7
5817	1.5	C7
5817	1.6	C7
5817	1.7	C7
5817	1.8	C7
5817	2.0	C7
5818	1.3	C2
5818	1.5	C1
5818	1.6	C1
5818	1.7	C1
5818	1.8	C1
5818	2.0	C1
5819	1.3	C4
5819	1.5	C3
5819	1.6	C5
5819	1.7	C5
5819	1.8	C5
5819	2.0	C5
5820	1.3	C7
5820	1.5	C7
5820	1.6	C7
5820	1.7	C7
5820	1.8	C7
5820	2.0	C7
5821	1.3	C4
5821	1.5	C3
5821	1.6	C5
5821	1.7	C5
5821	1.8	C5
5821	2.0	C5
5822	1.3	C4
5822	1.5	C3
5822	1.6	C16
5822	1.7	C16
5822	1.8	C16
5822	2.0	C16
5823	1.3	C11
5823	1.5	C12
5823	1.6	C12
5823	1.7	C12
5823	1.8	C12
5823	2.0	C12
5824	1.3	C1
5824	1.5	C11
5824	1.6	C11
5824	1.7	C11
5824	1.8	C11
5824	2.0	C11
5825	1.3	C7
5825	1.5	C7
5825	1.6	C7
5825	1.7	C7
5825	1.8	C7
5825	2.0	C7
5826	1.3	C9
5826	1.5	C9
5826	1.6	C9
5826	1.7	C9
5826	1.8	C9
5826	2.0	C9
5827	1.3	C4
5827	1.5	C3
5827	1.6	C5
5827	1.7	C5
5827	1.8	C5
5827	2.0	C5
5828	1.3	C4
5828	1.5	C3
5828	1.6	C5
5828	1.7	C5
5828	1.8	C5
5828	2.0	C5
5829	1.3	C4
5829	1.5	C3
5829	1.6	C5
5829	1.7	C5
5829	1.8	C5
5829	2.0	C5
5830	1.3	C4
5830	1.5	C3
5830	1.6	C5
5830	1.7	C5
5830	1.8	C5
5830	2.0	C5
5831	1.3	C2
5831	1.5	C1
5831	1.6	C19
5831	1.7	C19
5831	1.8	C20
5831	2.0	C20
5832	1.3	C4
5832	1.5	C3
5832	1.6	C5
5832	1.7	C5
5832	1.8	C5
5832	2.0	C5
5833	1.3	C10
5833	1.5	C10
5833	1.6	C10
5833	1.7	C10
5833	1.8	C10
5833	2.0	C10
5834	1.3	C2
5834	1.5	C14
5834	1.6	C14
5834	1.7	C14
5834	1.8	C14
5834	2.0	C14
5835	1.3	C10
5835	1.5	C10
5835	1.6	C10
5835	1.7	C10
5835	1.8	C10
5835	2.0	C10
5836	1.3	C9
5836	1.5	C9
5836	1.6	C9
5836	1.7	C9
5836	1.8	C9
5836	2.0	C9
5837	1.3	C11
5837	1.5	C12
5837	1.6	C12
5837	1.7	C12
5837	1.8	C12
5837	2.0	C12
5838	1.3	C4
5838	1.5	C3
5838	1.6	C5
5838	1.7	C5
5838	1.8	C5
5838	2.0	C5
5839	1.3	C4
5839	1.5	C3
5839	1.6	C5
5839	1.7	C5
5839	1.8	C5
5839	2.0	C5
5840	1.3	C4
5840	1.5	C3
5840	1.6	C5
5840	1.7	C5
5840	1.8	C5
5840	2.0	C5
5841	1.3	C7
5841	1.5	C7
5841	1.6	C7
5841	1.7	C7
5841	1.8	C7
5841	2.0	C7
5842	1.3	C4
5842	1.5	C3
5842	1.6	C5
5842	1.7	C5
5842	1.8	C5
5842	2.0	C5
5843	1.3	C4
5843	1.5	C3
5843	1.6	C5
5843	1.7	C5
5843	1.8	C5
5843	2.0	C5
5844	1.3	C4
5844	1.5	C3
5844	1.6	C5
5844	1.7	C5
5844	1.8	C5
5844	2.0	C5
5845	1.3	C7
5845	1.5	C7
5845	1.6	C7
5845	1.7	C7
5845	1.8	C7
5845	2.0	C7
5846	1.3	C4
5846	1.5	C17
5846	1.6	C18
5846	1.7	C18
5846	1.8	C19
5846	2.0	C19
5847	1.3	C4
5847	1.5	C3
5847	1.6	C5
5847	1.7	C5
5847	1.8	C5
5847	2.0	C5
5848	1.3	C4
5848	1.5	C3
5848	1.6	C5
5848	1.7	C5
5848	1.8	C5
5848	2.0	C5
5849	1.3	C4
5849	1.5	C3
5849	1.6	C5
5849	1.7	C5
5849	1.8	C5
5849	2.0	C5
5850	1.3	C4
5850	1.5	C3
5850	1.6	C5
5850	1.7	C5
5850	1.8	C5
5850	2.0	C5
5851	1.3	C4
5851	1.5	C3
5851	1.6	C5
5851	1.7	C5
5851	1.8	C5
5851	2.0	C5
5852	1.3	C1
5852	1.5	C11
5852	1.6	C11
5852	1.7	C11
5852	1.8	C11
5852	2.0	C11
5853	1.3	C4
5853	1.5	C3
5853	1.6	C5
5853	1.7	C5
5853	1.8	C5
5853	2.0	C5
5854	1.3	C4
5854	1.5	C3
5854	1.6	C5
5854	1.7	C5
5854	1.8	C5
5854	2.0	C5
5855	1.3	C4
5855	1.5	C3
5855	1.6	C5
5855	1.7	C5
5855	1.8	C5
5855	2.0	C5
5856	1.3	C12
5856	1.5	C13
5856	1.6	C13
5856	1.7	C13
5856	1.8	C13
5856	2.0	C13
5857	1.3	C4
5857	1.5	C3
5857	1.6	C5
5857	1.7	C5
5857	1.8	C5
5857	2.0	C5
5858	1.3	C4
5858	1.5	C3
5858	1.6	C5
5858	1.7	C5
5858	1.8	C5
5858	2.0	C5
5859	1.3	C4
5859	1.5	C17
5859	1.6	C18
5859	1.7	C18
5859	1.8	C19
5859	2.0	C19
5860	1.3	C2
5860	1.5	C1
5860	1.6	C1
5860	1.7	C1
5860	1.8	C1
5860	2.0	C1
5861	1.3	C4
5861	1.5	C3
5861	1.6	C5
5861	1.7	C5
5861	1.8	C5
5861	2.0	C5
5862	1.3	C12
5862	1.5	C13
5862	1.6	C13
5862	1.7	C13
5862	1.8	C13
5862	2.0	C13
5863	1.3	C4
5863	1.5	C3
5863	1.6	C5
5863	1.7	C5
5863	1.8	C5
5863	2.0	C5
5864	1.3	C4
5864	1.5	C3
5864	1.6	C5
5864	1.7	C5
5864	1.8	C5
5864	2.0	C5
5865	1.3	C4
5865	1.5	C3
5865	1.6	C5
5865	1.7	C5
5865	1.8	C5
5865	2.0	C5
5866	1.3	C4
5866	1.5	C17
5866	1.6	C5
5866	1.7	C5
5866	1.8	C5
5866	2.0	C5
5867	1.3	C6
5867	1.5	C6
5867	1.6	C6
5867	1.7	C6
5867	1.8	C6
5867	2.0	C6
5868	1.3	C4
5868	1.5	C1
5868	1.6	C1
5868	1.7	C1
5868	1.8	C1
5868	2.0	C1
5869	1.3	C4
5869	1.5	C3
5869	1.6	C5
5869	1.7	C5
5869	1.8	C5
5869	2.0	C5
5870	1.3	C4
5870	1.5	C3
5870	1.6	C5
5870	1.7	C5
5870	1.8	C5
5870	2.0	C5
5871	1.3	C4
5871	1.5	C3
5871	1.6	C5
5871	1.7	C5
5871	1.8	C5
5871	2.0	C5
5872	1.3	C4
5872	1.5	C3
5872	1.6	C5
5872	1.7	C5
5872	1.8	C5
5872	2.0	C5
5873	1.3	C4
5873	1.5	C3
5873	1.6	C5
5873	1.7	C5
5873	1.8	C5
5873	2.0	C5
5874	1.3	C6
5874	1.5	C6
5874	1.6	C6
5874	1.7	C6
5874	1.8	C6
5874	2.0	C6
5875	1.3	C4
5875	1.5	C3
5875	1.6	C5
5875	1.7	C5
5875	1.8	C5
5875	2.0	C5
5876	1.3	C10
5876	1.5	C10
5876	1.6	C10
5876	1.7	C10
5876	1.8	C10
5876	2.0	C10
5877	1.3	C4
5877	1.5	C3
5877	1.6	C5
5877	1.7	C5
5877	1.8	C5
5877	2.0	C5
5878	1.3	C4
5878	1.5	C1
5878	1.6	C1
5878	1.7	C1
5878	1.8	C1
5878	2.0	C1
5879	1.3	C4
5879	1.5	C3
5879	1.6	C16
5879	1.7	C16
5879	1.8	C16
5879	2.0	C16
5880	1.3	C4
5880	1.5	C3
5880	1.6	C5
5880	1.7	C5
5880	1.8	C5
5880	2.0	C5
5881	1.3	C4
5881	1.5	C3
5881	1.6	C5
5881	1.7	C5
5881	1.8	C5
5881	2.0	C5
5882	1.3	C4
5882	1.5	C17
5882	1.6	C18
5882	1.7	C18
5882	1.8	C19
5882	2.0	C19
5883	1.3	C2
5883	1.5	C1
5883	1.6	C1
5883	1.7	C1
5883	1.8	C1
5883	2.0	C1
5884	1.3	C4
5884	1.5	C3
5884	1.6	C5
5884	1.7	C5
5884	1.8	C5
5884	2.0	C5
5885	1.3	C9
5885	1.5	C9
5885	1.6	C9
5885	1.7	C9
5885	1.8	C9
5885	2.0	C9
5886	1.3	C4
5886	1.5	C3
5886	1.6	C5
5886	1.7	C5
5886	1.8	C5
5886	2.0	C5
5887	1.3	C2
5887	1.5	C1
5887	1.6	C19
5887	1.7	C19
5887	1.8	C20
5887	2.0	C20
5888	1.3	C4
5888	1.5	C3
5888	1.6	C5
5888	1.7	C5
5888	1.8	C5
5888	2.0	C5
5889	1.3	C9
5889	1.5	C9
5889	1.6	C9
5889	1.7	C9
5889	1.8	C9
5889	2.0	C9
5890	1.3	C7
5890	1.5	C7
5890	1.6	C7
5890	1.7	C7
5890	1.8	C7
5890	2.0	C7
5891	1.3	C4
5891	1.5	C3
5891	1.6	C5
5891	1.7	C5
5891	1.8	C5
5891	2.0	C5
5892	1.3	C4
5892	1.5	C3
5892	1.6	C5
5892	1.7	C5
5892	1.8	C5
5892	2.0	C5
5893	1.3	C4
5893	1.5	C3
5893	1.6	C5
5893	1.7	C5
5893	1.8	C5
5893	2.0	C5
5894	1.3	C12
5894	1.5	C13
5894	1.6	C13
5894	1.7	C13
5894	1.8	C13
5894	2.0	C13
5895	1.3	C4
5895	1.5	C3
5895	1.6	C5
5895	1.7	C5
5895	1.8	C5
5895	2.0	C5
5896	1.3	C4
5896	1.5	C3
5896	1.6	C5
5896	1.7	C5
5896	1.8	C5
5896	2.0	C5
5897	1.3	C4
5897	1.5	C3
5897	1.6	C5
5897	1.7	C5
5897	1.8	C5
5897	2.0	C5
5898	1.3	C4
5898	1.5	C3
5898	1.6	C5
5898	1.7	C5
5898	1.8	C5
5898	2.0	C5
5899	1.3	C4
5899	1.5	C3
5899	1.6	C5
5899	1.7	C5
5899	1.8	C5
5899	2.0	C5
5900	1.3	C9
5900	1.5	C9
5900	1.6	C9
5900	1.7	C9
5900	1.8	C9
5900	2.0	C9
5901	1.3	C7
5901	1.5	C7
5901	1.6	C7
5901	1.7	C7
5901	1.8	C7
5901	2.0	C7
5902	1.3	C4
5902	1.5	C3
5902	1.6	C5
5902	1.7	C5
5902	1.8	C5
5902	2.0	C5
5903	1.3	C1
5903	1.5	C16
5903	1.6	C17
5903	1.7	C17
5903	1.8	C18
5903	2.0	C18
5904	1.3	C7
5904	1.5	C7
5904	1.6	C7
5904	1.7	C7
5904	1.8	C7
5904	2.0	C7
5905	1.3	C1
5905	1.5	C2
5905	1.6	C2
5905	1.7	C2
5905	1.8	C2
5905	2.0	C2
5906	1.3	C4
5906	1.5	C3
5906	1.6	C5
5906	1.7	C5
5906	1.8	C5
5906	2.0	C5
5907	1.3	C6
5907	1.5	C6
5907	1.6	C6
5907	1.7	C6
5907	1.8	C6
5907	2.0	C6
5908	1.3	C10
5908	1.5	C10
5908	1.6	C10
5908	1.7	C10
5908	1.8	C10
5908	2.0	C10
5909	1.3	C12
5909	1.5	C13
5909	1.6	C13
5909	1.7	C13
5909	1.8	C13
5909	2.0	C13
5910	1.3	C4
5910	1.5	C3
5910	1.6	C5
5910	1.7	C5
5910	1.8	C5
5910	2.0	C5
5911	1.3	C4
5911	1.5	C3
5911	1.6	C5
5911	1.7	C5
5911	1.8	C5
5911	2.0	C5
5912	1.3	C6
5912	1.5	C6
5912	1.6	C6
5912	1.7	C6
5912	1.8	C6
5912	2.0	C6
5913	1.3	C10
5913	1.5	C10
5913	1.6	C10
5913	1.7	C10
5913	1.8	C10
5913	2.0	C10
5914	1.3	C4
5914	1.5	C3
5914	1.6	C5
5914	1.7	C5
5914	1.8	C5
5914	2.0	C5
5915	1.3	C7
5915	1.5	C7
5915	1.6	C7
5915	1.7	C7
5915	1.8	C7
5915	2.0	C7
5916	1.3	C4
5916	1.5	C3
5916	1.6	C5
5916	1.7	C5
5916	1.8	C5
5916	2.0	C5
5917	1.3	C4
5917	1.5	C3
5917	1.6	C5
5917	1.7	C5
5917	1.8	C5
5917	2.0	C5
5918	1.3	C4
5918	1.5	C3
5918	1.6	C5
5918	1.7	C5
5918	1.8	C5
5918	2.0	C5
5919	1.3	C4
5919	1.5	C3
5919	1.6	C5
5919	1.7	C5
5919	1.8	C5
5919	2.0	C5
5920	1.3	C4
5920	1.5	C3
5920	1.6	C5
5920	1.7	C5
5920	1.8	C5
5920	2.0	C5
5921	1.3	C4
5921	1.5	C3
5921	1.6	C5
5921	1.7	C5
5921	1.8	C5
5921	2.0	C5
5922	1.3	C4
5922	1.5	C3
5922	1.6	C5
5922	1.7	C5
5922	1.8	C5
5922	2.0	C5
5923	1.3	C4
5923	1.5	C3
5923	1.6	C5
5923	1.7	C5
5923	1.8	C5
5923	2.0	C5
5924	1.3	C4
5924	1.5	C3
5924	1.6	C5
5924	1.7	C5
5924	1.8	C5
5924	2.0	C5
5925	1.3	C4
5925	1.5	C3
5925	1.6	C5
5925	1.7	C5
5925	1.8	C5
5925	2.0	C5
5926	1.3	C6
5926	1.5	C6
5926	1.6	C6
5926	1.7	C6
5926	1.8	C6
5926	2.0	C6
5927	1.3	C4
5927	1.5	C3
5927	1.6	C5
5927	1.7	C5
5927	1.8	C5
5927	2.0	C5
5928	1.3	C4
5928	1.5	C3
5928	1.6	C5
5928	1.7	C5
5928	1.8	C5
5928	2.0	C5
5929	1.3	C4
5929	1.5	C3
5929	1.6	C5
5929	1.7	C5
5929	1.8	C5
5929	2.0	C5
5930	1.3	C1
5930	1.5	C16
5930	1.6	C17
5930	1.7	C17
5930	1.8	C18
5930	2.0	C18
5931	1.3	C11
5931	1.5	C12
5931	1.6	C12
5931	1.7	C12
5931	1.8	C12
5931	2.0	C12
5932	1.3	C4
5932	1.5	C3
5932	1.6	C5
5932	1.7	C5
5932	1.8	C5
5932	2.0	C5
5933	1.3	C4
5933	1.5	C3
5933	1.6	C5
5933	1.7	C5
5933	1.8	C5
5933	2.0	C5
5934	1.3	C4
5934	1.5	C3
5934	1.6	C5
5934	1.7	C5
5934	1.8	C5
5934	2.0	C5
5935	1.3	C4
5935	1.5	C3
5935	1.6	C5
5935	1.7	C5
5935	1.8	C5
5935	2.0	C5
5936	1.3	C4
5936	1.5	C3
5936	1.6	C5
5936	1.7	C5
5936	1.8	C5
5936	2.0	C5
5937	1.3	C4
5937	1.5	C3
5937	1.6	C5
5937	1.7	C5
5937	1.8	C5
5937	2.0	C5
5938	1.3	C4
5938	1.5	C3
5938	1.6	C5
5938	1.7	C5
5938	1.8	C5
5938	2.0	C5
5939	1.3	C4
5939	1.5	C3
5939	1.6	C5
5939	1.7	C5
5939	1.8	C5
5939	2.0	C5
5940	1.3	C4
5940	1.5	C3
5940	1.6	C5
5940	1.7	C5
5940	1.8	C5
5940	2.0	C5
5941	1.3	C12
5941	1.5	C13
5941	1.6	C13
5941	1.7	C13
5941	1.8	C13
5941	2.0	C13
5942	1.3	C4
5942	1.5	C3
5942	1.6	C5
5942	1.7	C5
5942	1.8	C5
5942	2.0	C14
5943	1.3	C4
5943	1.5	C3
5943	1.6	C5
5943	1.7	C5
5943	1.8	C5
5943	2.0	C5
5944	1.3	C4
5944	1.5	C3
5944	1.6	C5
5944	1.7	C5
5944	1.8	C5
5944	2.0	C5
5945	1.3	C4
5945	1.5	C3
5945	1.6	C5
5945	1.7	C5
5945	1.8	C5
5945	2.0	C5
5946	1.3	C2
5946	1.5	C1
5946	1.6	C19
5946	1.7	C19
5946	1.8	C20
5946	2.0	C20
5947	1.3	C4
5947	1.5	C3
5947	1.6	C5
5947	1.7	C5
5947	1.8	C5
5947	2.0	C5
5948	1.3	C7
5948	1.5	C7
5948	1.6	C7
5948	1.7	C7
5948	1.8	C7
5948	2.0	C7
5949	1.3	C4
5949	1.5	C3
5949	1.6	C5
5949	1.7	C5
5949	1.8	C5
5949	2.0	C5
5950	1.3	C4
5950	1.5	C3
5950	1.6	C5
5950	1.7	C5
5950	1.8	C5
5950	2.0	C5
5951	1.3	C11
5951	1.5	C12
5951	1.6	C12
5951	1.7	C12
5951	1.8	C12
5951	2.0	C12
5952	1.3	C4
5952	1.5	C3
5952	1.6	C16
5952	1.7	C16
5952	1.8	C16
5952	2.0	C16
5953	1.3	C7
5953	1.5	C7
5953	1.6	C7
5953	1.7	C7
5953	1.8	C7
5953	2.0	C7
5954	1.3	C4
5954	1.5	C3
5954	1.6	C5
5954	1.7	C5
5954	1.8	C5
5954	2.0	C5
5955	1.3	C4
5955	1.5	C3
5955	1.6	C5
5955	1.7	C5
5955	1.8	C5
5955	2.0	C5
5956	1.3	C11
5956	1.5	C12
5956	1.6	C12
5956	1.7	C12
5956	1.8	C12
5956	2.0	C12
5957	1.3	C4
5957	1.5	C3
5957	1.6	C5
5957	1.7	C5
5957	1.8	C5
5957	2.0	C5
5958	1.3	C4
5958	1.5	C3
5958	1.6	C5
5958	1.7	C5
5958	1.8	C5
5958	2.0	C5
5959	1.3	C3
5959	1.5	C18
5959	1.6	C20
5959	1.7	C20
5959	1.8	C21
5959	2.0	C21
5960	1.3	C4
5960	1.5	C3
5960	1.6	C5
5960	1.7	C5
5960	1.8	C5
5960	2.0	C5
5961	1.3	C4
5961	1.5	C3
5961	1.6	C5
5961	1.7	C5
5961	1.8	C5
5961	2.0	C5
5962	1.3	C4
5962	1.5	C3
5962	1.6	C5
5962	1.7	C5
5962	1.8	C5
5962	2.0	C5
5963	1.3	C9
5963	1.5	C9
5963	1.6	C9
5963	1.7	C9
5963	1.8	C9
5963	2.0	C9
5964	1.3	C6
5964	1.5	C6
5964	1.6	C6
5964	1.7	C6
5964	1.8	C6
5964	2.0	C6
5965	1.3	C4
5965	1.5	C3
5965	1.6	C5
5965	1.7	C5
5965	1.8	C5
5965	2.0	C5
5966	1.3	C4
5966	1.5	C3
5966	1.6	C5
5966	1.7	C5
5966	1.8	C5
5966	2.0	C5
5967	1.3	C6
5967	1.5	C6
5967	1.6	C6
5967	1.7	C6
5967	1.8	C6
5967	2.0	C6
5968	1.3	C4
5968	1.5	C3
5968	1.6	C5
5968	1.7	C5
5968	1.8	C5
5968	2.0	C5
5969	1.3	C1
5969	1.5	C11
5969	1.6	C11
5969	1.7	C11
5969	1.8	C11
5969	2.0	C11
5970	1.3	C10
5970	1.5	C10
5970	1.6	C10
5970	1.7	C10
5970	1.8	C10
5970	2.0	C10
5971	1.3	C9
5971	1.5	C9
5971	1.6	C9
5971	1.7	C9
5971	1.8	C9
5971	2.0	C9
5972	1.3	C4
5972	1.5	C3
5972	1.6	C5
5972	1.7	C5
5972	1.8	C5
5972	2.0	C5
5973	1.3	C4
5973	1.5	C3
5973	1.6	C5
5973	1.7	C5
5973	1.8	C5
5973	2.0	C5
5974	1.3	C1
5974	1.5	C11
5974	1.6	C11
5974	1.7	C11
5974	1.8	C11
5974	2.0	C11
5975	1.3	C4
5975	1.5	C3
5975	1.6	C5
5975	1.7	C5
5975	1.8	C5
5975	2.0	C5
5976	1.3	C4
5976	1.5	C3
5976	1.6	C5
5976	1.7	C5
5976	1.8	C5
5976	2.0	C5
5977	1.3	C4
5977	1.5	C3
5977	1.6	C16
5977	1.7	C16
5977	1.8	C16
5977	2.0	C16
5978	1.3	C6
5978	1.5	C6
5978	1.6	C6
5978	1.7	C6
5978	1.8	C6
5978	2.0	C6
5979	1.3	C12
5979	1.5	C13
5979	1.6	C13
5979	1.7	C13
5979	1.8	C13
5979	2.0	C13
5980	1.3	C4
5980	1.5	C3
5980	1.6	C5
5980	1.7	C5
5980	1.8	C5
5980	2.0	C5
5981	1.3	C4
5981	1.5	C3
5981	1.6	C5
5981	1.7	C5
5981	1.8	C5
5981	2.0	C5
5982	1.3	C11
5982	1.5	C12
5982	1.6	C12
5982	1.7	C12
5982	1.8	C12
5982	2.0	C12
5983	1.3	C1
5983	1.5	C11
5983	1.6	C11
5983	1.7	C11
5983	1.8	C11
5983	2.0	C11
5984	1.3	C4
5984	1.5	C3
5984	1.6	C5
5984	1.7	C5
5984	1.8	C5
5984	2.0	C5
5985	1.3	C4
5985	1.5	C3
5985	1.6	C5
5985	1.7	C5
5985	1.8	C5
5985	2.0	C5
5986	1.3	C12
5986	1.5	C13
5986	1.6	C13
5986	1.7	C13
5986	1.8	C13
5986	2.0	C13
5987	1.3	C12
5987	1.5	C13
5987	1.6	C13
5987	1.7	C13
5987	1.8	C13
5987	2.0	C13
5988	1.3	C1
5988	1.5	C11
5988	1.6	C11
5988	1.7	C11
5988	1.8	C11
5988	2.0	C11
5989	1.3	C4
5989	1.5	C3
5989	1.6	C5
5989	1.7	C5
5989	1.8	C5
5989	2.0	C5
5990	1.3	C4
5990	1.5	C3
5990	1.6	C5
5990	1.7	C5
5990	1.8	C5
5990	2.0	C5
5991	1.3	C4
5991	1.5	C3
5991	1.6	C5
5991	1.7	C5
5991	1.8	C5
5991	2.0	C5
5992	1.3	C4
5992	1.5	C17
5992	1.6	C18
5992	1.7	C18
5992	1.8	C19
5992	2.0	C19
5993	1.3	C9
5993	1.5	C9
5993	1.6	C9
5993	1.7	C9
5993	1.8	C9
5993	2.0	C9
5994	1.3	C4
5994	1.5	C17
5994	1.6	C18
5994	1.7	C18
5994	1.8	C19
5994	2.0	C19
5995	1.3	C2
5995	1.5	C1
5995	1.6	C1
5995	1.7	C1
5995	1.8	C1
5995	2.0	C1
5996	1.3	C11
5996	1.5	C12
5996	1.6	C12
5996	1.7	C12
5996	1.8	C12
5996	2.0	C12
5997	1.3	C4
5997	1.5	C3
5997	1.6	C5
5997	1.7	C5
5997	1.8	C5
5997	2.0	C5
5998	1.3	C2
5998	1.5	C1
5998	1.6	C1
5998	1.7	C1
5998	1.8	C1
5998	2.0	C1
5999	1.3	C4
5999	1.5	C3
5999	1.6	C5
5999	1.7	C5
5999	1.8	C5
5999	2.0	C5
6000	1.3	C4
6000	1.5	C3
6000	1.6	C5
6000	1.7	C5
6000	1.8	C5
6000	2.0	C5
6001	1.3	C4
6001	1.5	C3
6001	1.6	C5
6001	1.7	C5
6001	1.8	C5
6001	2.0	C5
6002	1.3	C4
6002	1.5	C3
6002	1.6	C16
6002	1.7	C16
6002	1.8	C16
6002	2.0	C16
6003	1.3	C4
6003	1.5	C3
6003	1.6	C5
6003	1.7	C5
6003	1.8	C5
6003	2.0	C5
6004	1.3	C9
6004	1.5	C9
6004	1.6	C9
6004	1.7	C9
6004	1.8	C9
6004	2.0	C9
6005	1.3	C4
6005	1.5	C3
6005	1.6	C5
6005	1.7	C5
6005	1.8	C5
6005	2.0	C5
6006	1.3	C4
6006	1.5	C3
6006	1.6	C5
6006	1.7	C5
6006	1.8	C5
6006	2.0	C5
6007	1.3	C4
6007	1.5	C3
6007	1.6	C5
6007	1.7	C5
6007	1.8	C5
6007	2.0	C5
6008	1.3	C4
6008	1.5	C3
6008	1.6	C5
6008	1.7	C5
6008	1.8	C5
6008	2.0	C5
6009	1.3	C4
6009	1.5	C3
6009	1.6	C5
6009	1.7	C5
6009	1.8	C5
6009	2.0	C5
6010	1.3	C11
6010	1.5	C12
6010	1.6	C12
6010	1.7	C12
6010	1.8	C12
6010	2.0	C12
6011	1.3	C4
6011	1.5	C3
6011	1.6	C5
6011	1.7	C5
6011	1.8	C5
6011	2.0	C5
6012	1.3	C4
6012	1.5	C3
6012	1.6	C5
6012	1.7	C5
6012	1.8	C5
6012	2.0	C5
6013	1.3	C4
6013	1.5	C17
6013	1.6	C18
6013	1.7	C18
6013	1.8	C19
6013	2.0	C19
6014	1.3	C4
6014	1.5	C3
6014	1.6	C5
6014	1.7	C5
6014	1.8	C5
6014	2.0	C5
6015	1.3	C7
6015	1.5	C7
6015	1.6	C7
6015	1.7	C7
6015	1.8	C7
6015	2.0	C7
6016	1.3	C4
6016	1.5	C3
6016	1.6	C5
6016	1.7	C5
6016	1.8	C5
6016	2.0	C5
6017	1.3	C9
6017	1.5	C9
6017	1.6	C9
6017	1.7	C9
6017	1.8	C9
6017	2.0	C9
6018	1.3	C4
6018	1.5	C3
6018	1.6	C5
6018	1.7	C5
6018	1.8	C5
6018	2.0	C5
6019	1.3	C4
6019	1.5	C3
6019	1.6	C5
6019	1.7	C5
6019	1.8	C5
6019	2.0	C5
6020	1.3	C4
6020	1.5	C3
6020	1.6	C16
6020	1.7	C16
6020	1.8	C16
6020	2.0	C16
6021	1.3	C4
6021	1.5	C3
6021	1.6	C5
6021	1.7	C5
6021	1.8	C5
6021	2.0	C5
6022	1.3	C4
6022	1.5	C17
6022	1.6	C18
6022	1.7	C18
6022	1.8	C19
6022	2.0	C19
6023	1.3	C11
6023	1.5	C12
6023	1.6	C12
6023	1.7	C12
6023	1.8	C12
6023	2.0	C12
6024	1.3	C4
6024	1.5	C3
6024	1.6	C5
6024	1.7	C5
6024	1.8	C5
6024	2.0	C5
6025	1.3	C1
6025	1.5	C2
6025	1.6	C2
6025	1.7	C2
6025	1.8	C2
6025	2.0	C2
6026	1.3	C4
6026	1.5	C3
6026	1.6	C5
6026	1.7	C5
6026	1.8	C5
6026	2.0	C5
6027	1.3	C4
6027	1.5	C3
6027	1.6	C5
6027	1.7	C5
6027	1.8	C5
6027	2.0	C5
6028	1.3	C4
6028	1.5	C3
6028	1.6	C5
6028	1.7	C5
6028	1.8	C5
6028	2.0	C5
6029	1.3	C4
6029	1.5	C3
6029	1.6	C5
6029	1.7	C5
6029	1.8	C5
6029	2.0	C5
6030	1.3	C3
6030	1.5	C18
6030	1.6	C20
6030	1.7	C20
6030	1.8	C21
6030	2.0	C21
6031	1.3	C4
6031	1.5	C3
6031	1.6	C5
6031	1.7	C5
6031	1.8	C5
6031	2.0	C5
6032	1.3	C2
6032	1.5	C1
6032	1.6	C19
6032	1.7	C19
6032	1.8	C20
6032	2.0	C20
6033	1.3	C4
6033	1.5	C3
6033	1.6	C5
6033	1.7	C5
6033	1.8	C5
6033	2.0	C5
6034	1.3	C1
6034	1.5	C11
6034	1.6	C11
6034	1.7	C11
6034	1.8	C11
6034	2.0	C11
6035	1.3	C2
6035	1.5	C1
6035	1.6	C1
6035	1.7	C1
6035	1.8	C1
6035	2.0	C1
6036	1.3	C4
6036	1.5	C3
6036	1.6	C5
6036	1.7	C5
6036	1.8	C5
6036	2.0	C5
6037	1.3	C4
6037	1.5	C3
6037	1.6	C5
6037	1.7	C5
6037	1.8	C5
6037	2.0	C5
6038	1.3	C4
6038	1.5	C17
6038	1.6	C18
6038	1.7	C18
6038	1.8	C19
6038	2.0	C19
6039	1.3	C4
6039	1.5	C3
6039	1.6	C5
6039	1.7	C5
6039	1.8	C5
6039	2.0	C5
6040	1.3	C4
6040	1.5	C3
6040	1.6	C5
6040	1.7	C5
6040	1.8	C5
6040	2.0	C5
6041	1.3	C3
6041	1.5	C18
6041	1.6	C20
6041	1.7	C20
6041	1.8	C21
6041	2.0	C21
6042	1.3	C2
6042	1.5	C14
6042	1.6	C14
6042	1.7	C14
6042	1.8	C14
6042	2.0	C14
6043	1.3	C4
6043	1.5	C3
6043	1.6	C5
6043	1.7	C5
