pid	ip	cluster
39685	1.8	C3
39685	2.0	C3
39686	1.3	C3
39686	1.5	C5
39686	1.6	C4
39686	1.7	C4
39686	1.8	C3
39686	2.0	C3
39687	1.3	C3
39687	1.5	C5
39687	1.6	C4
39687	1.7	C4
39687	1.8	C3
39687	2.0	C3
39688	1.3	C3
39688	1.5	C5
39688	1.6	C4
39688	1.7	C4
39688	1.8	C3
39688	2.0	C3
39689	1.3	C3
39689	1.5	C5
39689	1.6	C4
39689	1.7	C4
39689	1.8	C3
39689	2.0	C3
39690	1.3	C3
39690	1.5	C5
39690	1.6	C4
39690	1.7	C4
39690	1.8	C3
39690	2.0	C3
39691	1.3	C6
39691	1.5	C6
39691	1.6	C6
39691	1.7	C6
39691	1.8	C6
39691	2.0	C6
39692	1.3	C9
39692	1.5	C9
39692	1.6	C9
39692	1.7	C9
39692	1.8	C9
39692	2.0	C9
39693	1.3	C3
39693	1.5	C5
39693	1.6	C4
39693	1.7	C4
39693	1.8	C3
39693	2.0	C3
39694	1.3	C3
39694	1.5	C5
39694	1.6	C4
39694	1.7	C4
39694	1.8	C3
39694	2.0	C3
39695	1.3	C1
39695	1.5	C2
39695	1.6	C2
39695	1.7	C2
39695	1.8	C2
39695	2.0	C2
39696	1.3	C3
39696	1.5	C5
39696	1.6	C4
39696	1.7	C4
39696	1.8	C3
39696	2.0	C3
39697	1.3	C3
39697	1.5	C5
39697	1.6	C4
39697	1.7	C4
39697	1.8	C3
39697	2.0	C3
39698	1.3	C3
39698	1.5	C5
39698	1.6	C4
39698	1.7	C4
39698	1.8	C3
39698	2.0	C3
39699	1.3	C3
39699	1.5	C18
39699	1.6	C20
39699	1.7	C20
39699	1.8	C21
39699	2.0	C21
39700	1.3	C3
39700	1.5	C5
39700	1.6	C4
39700	1.7	C4
39700	1.8	C3
39700	2.0	C3
39701	1.3	C3
39701	1.5	C5
39701	1.6	C4
39701	1.7	C4
39701	1.8	C3
39701	2.0	C3
39702	1.3	C3
39702	1.5	C5
39702	1.6	C4
39702	1.7	C4
39702	1.8	C3
39702	2.0	C3
39703	1.3	C9
39703	1.5	C9
39703	1.6	C9
39703	1.7	C9
39703	1.8	C9
39703	2.0	C9
39704	1.3	C3
39704	1.5	C5
39704	1.6	C4
39704	1.7	C4
39704	1.8	C3
39704	2.0	C3
39705	1.3	C3
39705	1.5	C5
39705	1.6	C4
39705	1.7	C4
39705	1.8	C3
39705	2.0	C3
39706	1.3	C3
39706	1.5	C5
39706	1.6	C4
39706	1.7	C4
39706	1.8	C3
39706	2.0	C3
39707	1.3	C3
39707	1.5	C5
39707	1.6	C4
39707	1.7	C4
39707	1.8	C3
39707	2.0	C3
39708	1.3	C3
39708	1.5	C5
39708	1.6	C4
39708	1.7	C4
39708	1.8	C3
39708	2.0	C3
39709	1.3	C3
39709	1.5	C5
39709	1.6	C4
39709	1.7	C4
39709	1.8	C3
39709	2.0	C3
39710	1.3	C3
39710	1.5	C5
39710	1.6	C4
39710	1.7	C4
39710	1.8	C3
39710	2.0	C3
39711	1.3	C1
39711	1.5	C2
39711	1.6	C21
39711	1.7	C21
39711	1.8	C22
39711	2.0	C22
39712	1.3	C1
39712	1.5	C2
39712	1.6	C2
39712	1.7	C2
39712	1.8	C2
39712	2.0	C2
39713	1.3	C3
39713	1.5	C5
39713	1.6	C4
39713	1.7	C4
39713	1.8	C3
39713	2.0	C3
39714	1.3	C3
39714	1.5	C5
39714	1.6	C4
39714	1.7	C4
39714	1.8	C3
39714	2.0	C3
39715	1.3	C10
39715	1.5	C10
39715	1.6	C10
39715	1.7	C10
39715	1.8	C10
39715	2.0	C10
39716	1.3	C10
39716	1.5	C10
39716	1.6	C10
39716	1.7	C10
39716	1.8	C10
39716	2.0	C10
39717	1.3	C2
39717	1.5	C1
39717	1.6	C1
39717	1.7	C1
39717	1.8	C1
39717	2.0	C1
39718	1.3	C3
39718	1.5	C5
39718	1.6	C4
39718	1.7	C4
39718	1.8	C3
39718	2.0	C3
39719	1.3	C3
39719	1.5	C5
39719	1.6	C4
39719	1.7	C4
39719	1.8	C3
39719	2.0	C3
39720	1.3	C10
39720	1.5	C10
39720	1.6	C10
39720	1.7	C10
39720	1.8	C10
39720	2.0	C10
39721	1.3	C7
39721	1.5	C7
39721	1.6	C7
39721	1.7	C7
39721	1.8	C7
39721	2.0	C7
39722	1.3	C10
39722	1.5	C10
39722	1.6	C10
39722	1.7	C10
39722	1.8	C10
39722	2.0	C10
39723	1.3	C3
39723	1.5	C5
39723	1.6	C4
39723	1.7	C4
39723	1.8	C3
39723	2.0	C3
39724	1.3	C13
39724	1.5	C15
39724	1.6	C15
39724	1.7	C15
39724	1.8	C15
39724	2.0	C15
39725	1.3	C3
39725	1.5	C19
39725	1.6	C22
39725	1.7	C22
39725	1.8	C23
39725	2.0	C23
39726	1.3	C3
39726	1.5	C5
39726	1.6	C4
39726	1.7	C4
39726	1.8	C3
39726	2.0	C3
39727	1.3	C9
39727	1.5	C9
39727	1.6	C9
39727	1.7	C9
39727	1.8	C9
39727	2.0	C9
39728	1.3	C3
39728	1.5	C5
39728	1.6	C4
39728	1.7	C4
39728	1.8	C3
39728	2.0	C3
39729	1.3	C1
39729	1.5	C2
39729	1.6	C2
39729	1.7	C2
39729	1.8	C2
39729	2.0	C2
39730	1.3	C4
39730	1.5	C17
39730	1.6	C18
39730	1.7	C18
39730	1.8	C19
39730	2.0	C19
39731	1.3	C4
39731	1.5	C3
39731	1.6	C5
39731	1.7	C5
39731	1.8	C5
39731	2.0	C5
39732	1.3	C3
39732	1.5	C5
39732	1.6	C4
39732	1.7	C4
39732	1.8	C3
39732	2.0	C3
39733	1.3	C2
39733	1.5	C1
39733	1.6	C1
39733	1.7	C1
39733	1.8	C1
39733	2.0	C1
39734	1.3	C7
39734	1.5	C7
39734	1.6	C7
39734	1.7	C7
39734	1.8	C7
39734	2.0	C7
39735	1.3	C9
39735	1.5	C9
39735	1.6	C9
39735	1.7	C9
39735	1.8	C9
39735	2.0	C9
39736	1.3	C9
39736	1.5	C9
39736	1.6	C9
39736	1.7	C9
39736	1.8	C9
39736	2.0	C9
39737	1.3	C1
39737	1.5	C11
39737	1.6	C11
39737	1.7	C11
39737	1.8	C11
39737	2.0	C11
39738	1.3	C3
39738	1.5	C5
39738	1.6	C4
39738	1.7	C4
39738	1.8	C3
39738	2.0	C3
39739	1.3	C9
39739	1.5	C9
39739	1.6	C9
39739	1.7	C9
39739	1.8	C9
39739	2.0	C9
39740	1.3	C3
39740	1.5	C5
39740	1.6	C4
39740	1.7	C4
39740	1.8	C3
39740	2.0	C3
39741	1.3	C3
39741	1.5	C5
39741	1.6	C4
39741	1.7	C4
39741	1.8	C3
39741	2.0	C3
39742	1.3	C3
39742	1.5	C5
39742	1.6	C4
39742	1.7	C4
39742	1.8	C3
39742	2.0	C3
39743	1.3	C10
39743	1.5	C10
39743	1.6	C10
39743	1.7	C10
39743	1.8	C10
39743	2.0	C10
39744	1.3	C3
39744	1.5	C5
39744	1.6	C4
39744	1.7	C4
39744	1.8	C3
39744	2.0	C3
39745	1.3	C3
39745	1.5	C5
39745	1.6	C4
39745	1.7	C4
39745	1.8	C3
39745	2.0	C3
39746	1.3	C3
39746	1.5	C5
39746	1.6	C4
39746	1.7	C4
39746	1.8	C3
39746	2.0	C3
39747	1.3	C3
39747	1.5	C5
39747	1.6	C4
39747	1.7	C4
39747	1.8	C3
39747	2.0	C3
39748	1.3	C3
39748	1.5	C5
39748	1.6	C4
39748	1.7	C4
39748	1.8	C3
39748	2.0	C3
39749	1.3	C3
39749	1.5	C5
39749	1.6	C4
39749	1.7	C4
39749	1.8	C3
39749	2.0	C3
39750	1.3	C7
39750	1.5	C7
39750	1.6	C7
39750	1.7	C7
39750	1.8	C7
39750	2.0	C7
39751	1.3	C10
39751	1.5	C10
39751	1.6	C10
39751	1.7	C10
39751	1.8	C10
39751	2.0	C10
39752	1.3	C3
39752	1.5	C5
39752	1.6	C4
39752	1.7	C4
39752	1.8	C3
39752	2.0	C3
39753	1.3	C3
39753	1.5	C5
39753	1.6	C4
39753	1.7	C4
39753	1.8	C3
39753	2.0	C3
39754	1.3	C3
39754	1.5	C5
39754	1.6	C4
39754	1.7	C4
39754	1.8	C3
39754	2.0	C3
39755	1.3	C3
39755	1.5	C5
39755	1.6	C4
39755	1.7	C4
39755	1.8	C3
39755	2.0	C3
39756	1.3	C3
39756	1.5	C5
39756	1.6	C4
39756	1.7	C4
39756	1.8	C3
39756	2.0	C3
39757	1.3	C3
39757	1.5	C5
39757	1.6	C4
39757	1.7	C4
39757	1.8	C3
39757	2.0	C3
39758	1.3	C10
39758	1.5	C10
39758	1.6	C10
39758	1.7	C10
39758	1.8	C10
39758	2.0	C10
39759	1.3	C9
39759	1.5	C9
39759	1.6	C9
39759	1.7	C9
39759	1.8	C9
39759	2.0	C9
39760	1.3	C3
39760	1.5	C5
39760	1.6	C4
39760	1.7	C4
39760	1.8	C3
39760	2.0	C3
39761	1.3	C9
39761	1.5	C9
39761	1.6	C9
39761	1.7	C9
39761	1.8	C9
39761	2.0	C9
39762	1.3	C9
39762	1.5	C9
39762	1.6	C9
39762	1.7	C9
39762	1.8	C9
39762	2.0	C9
39763	1.3	C3
39763	1.5	C5
39763	1.6	C4
39763	1.7	C4
39763	1.8	C3
39763	2.0	C3
39764	1.3	C1
39764	1.5	C16
39764	1.6	C17
39764	1.7	C17
39764	1.8	C18
39764	2.0	C18
39765	1.3	C3
39765	1.5	C5
39765	1.6	C4
39765	1.7	C4
39765	1.8	C3
39765	2.0	C3
39766	1.3	C3
39766	1.5	C5
39766	1.6	C4
39766	1.7	C4
39766	1.8	C3
39766	2.0	C3
39767	1.3	C3
39767	1.5	C5
39767	1.6	C4
39767	1.7	C4
39767	1.8	C3
39767	2.0	C3
39768	1.3	C3
39768	1.5	C5
39768	1.6	C4
39768	1.7	C4
39768	1.8	C3
39768	2.0	C3
39769	1.3	C3
39769	1.5	C5
39769	1.6	C4
39769	1.7	C4
39769	1.8	C3
39769	2.0	C3
39770	1.3	C4
39770	1.5	C3
39770	1.6	C5
39770	1.7	C5
39770	1.8	C5
39770	2.0	C5
39771	1.3	C1
39771	1.5	C2
39771	1.6	C2
39771	1.7	C2
39771	1.8	C2
39771	2.0	C2
39772	1.3	C3
39772	1.5	C5
39772	1.6	C4
39772	1.7	C4
39772	1.8	C3
39772	2.0	C3
39773	1.3	C3
39773	1.5	C5
39773	1.6	C4
39773	1.7	C4
39773	1.8	C3
39773	2.0	C3
39774	1.3	C4
39774	1.5	C3
39774	1.6	C16
39774	1.7	C16
39774	1.8	C16
39774	2.0	C16
39775	1.3	C3
39775	1.5	C5
39775	1.6	C4
39775	1.7	C4
39775	1.8	C3
39775	2.0	C3
39776	1.3	C1
39776	1.5	C16
39776	1.6	C17
39776	1.7	C17
39776	1.8	C18
39776	2.0	C18
39777	1.3	C2
39777	1.5	C1
39777	1.6	C1
39777	1.7	C1
39777	1.8	C1
39777	2.0	C1
39778	1.3	C4
39778	1.5	C3
39778	1.6	C16
39778	1.7	C16
39778	1.8	C16
39778	2.0	C16
39779	1.3	C3
39779	1.5	C5
39779	1.6	C4
39779	1.7	C4
39779	1.8	C3
39779	2.0	C3
39780	1.3	C3
39780	1.5	C5
39780	1.6	C4
39780	1.7	C4
39780	1.8	C3
39780	2.0	C3
39781	1.3	C4
39781	1.5	C3
39781	1.6	C16
39781	1.7	C16
39781	1.8	C16
39781	2.0	C16
39782	1.3	C3
39782	1.5	C19
39782	1.6	C22
39782	1.7	C22
39782	1.8	C23
39782	2.0	C23
39783	1.3	C7
39783	1.5	C7
39783	1.6	C7
39783	1.7	C7
39783	1.8	C7
39783	2.0	C7
39784	1.3	C3
39784	1.5	C5
39784	1.6	C4
39784	1.7	C4
39784	1.8	C3
39784	2.0	C3
39785	1.3	C3
39785	1.5	C5
39785	1.6	C4
39785	1.7	C4
39785	1.8	C3
39785	2.0	C3
39786	1.3	C1
39786	1.5	C2
39786	1.6	C21
39786	1.7	C21
39786	1.8	C22
39786	2.0	C22
39787	1.3	C1
39787	1.5	C16
39787	1.6	C17
39787	1.7	C17
39787	1.8	C18
39787	2.0	C18
39788	1.3	C3
39788	1.5	C5
39788	1.6	C4
39788	1.7	C4
39788	1.8	C3
39788	2.0	C3
39789	1.3	C2
39789	1.5	C1
39789	1.6	C1
39789	1.7	C1
39789	1.8	C1
39789	2.0	C1
39790	1.3	C10
39790	1.5	C10
39790	1.6	C10
39790	1.7	C10
39790	1.8	C10
39790	2.0	C10
39791	1.3	C3
39791	1.5	C5
39791	1.6	C4
39791	1.7	C4
39791	1.8	C3
39791	2.0	C3
39792	1.3	C3
39792	1.5	C5
39792	1.6	C4
39792	1.7	C4
39792	1.8	C3
39792	2.0	C3
39793	1.3	C3
39793	1.5	C5
39793	1.6	C4
39793	1.7	C4
39793	1.8	C3
39793	2.0	C3
39794	1.3	C4
39794	1.5	C3
39794	1.6	C16
39794	1.7	C16
39794	1.8	C16
39794	2.0	C16
39795	1.3	C3
39795	1.5	C5
39795	1.6	C4
39795	1.7	C4
39795	1.8	C3
39795	2.0	C3
39796	1.3	C1
39796	1.5	C16
39796	1.6	C17
39796	1.7	C17
39796	1.8	C18
39796	2.0	C18
39797	1.3	C3
39797	1.5	C5
39797	1.6	C4
39797	1.7	C4
39797	1.8	C3
39797	2.0	C3
39798	1.3	C4
39798	1.5	C3
39798	1.6	C16
39798	1.7	C16
39798	1.8	C16
39798	2.0	C16
39799	1.3	C3
39799	1.5	C5
39799	1.6	C4
39799	1.7	C4
39799	1.8	C3
39799	2.0	C3
39800	1.3	C3
39800	1.5	C5
39800	1.6	C4
39800	1.7	C4
39800	1.8	C3
39800	2.0	C3
39801	1.3	C3
39801	1.5	C5
39801	1.6	C4
39801	1.7	C4
39801	1.8	C3
39801	2.0	C3
39802	1.3	C9
39802	1.5	C9
39802	1.6	C9
39802	1.7	C9
39802	1.8	C9
39802	2.0	C9
39803	1.3	C3
39803	1.5	C5
39803	1.6	C4
39803	1.7	C4
39803	1.8	C3
39803	2.0	C3
39804	1.3	C13
39804	1.5	C15
39804	1.6	C15
39804	1.7	C15
39804	1.8	C15
39804	2.0	C15
39805	1.3	C3
39805	1.5	C5
39805	1.6	C4
39805	1.7	C4
39805	1.8	C3
39805	2.0	C3
39806	1.3	C3
39806	1.5	C5
39806	1.6	C4
39806	1.7	C4
39806	1.8	C3
39806	2.0	C3
39807	1.3	C3
39807	1.5	C5
39807	1.6	C4
39807	1.7	C4
39807	1.8	C3
39807	2.0	C3
39808	1.3	C3
39808	1.5	C5
39808	1.6	C4
39808	1.7	C4
39808	1.8	C3
39808	2.0	C3
39809	1.3	C13
39809	1.5	C15
39809	1.6	C15
39809	1.7	C15
39809	1.8	C15
39809	2.0	C15
39810	1.3	C3
39810	1.5	C5
39810	1.6	C4
39810	1.7	C4
39810	1.8	C3
39810	2.0	C3
39811	1.3	C3
39811	1.5	C5
39811	1.6	C4
39811	1.7	C4
39811	1.8	C3
39811	2.0	C3
39812	1.3	C3
39812	1.5	C5
39812	1.6	C4
39812	1.7	C4
39812	1.8	C3
39812	2.0	C3
39813	1.3	C2
39813	1.5	C1
39813	1.6	C1
39813	1.7	C1
39813	1.8	C1
39813	2.0	C1
39814	1.3	C3
39814	1.5	C5
39814	1.6	C4
39814	1.7	C4
39814	1.8	C3
39814	2.0	C3
39815	1.3	C3
39815	1.5	C5
39815	1.6	C4
39815	1.7	C4
39815	1.8	C3
39815	2.0	C3
39816	1.3	C3
39816	1.5	C5
39816	1.6	C4
39816	1.7	C4
39816	1.8	C3
39816	2.0	C3
39817	1.3	C3
39817	1.5	C5
39817	1.6	C4
39817	1.7	C4
39817	1.8	C3
39817	2.0	C3
39818	1.3	C2
39818	1.5	C1
39818	1.6	C1
39818	1.7	C1
39818	1.8	C1
39818	2.0	C1
39819	1.3	C3
39819	1.5	C5
39819	1.6	C4
39819	1.7	C4
39819	1.8	C3
39819	2.0	C3
39820	1.3	C1
39820	1.5	C16
39820	1.6	C17
39820	1.7	C17
39820	1.8	C18
39820	2.0	C18
39821	1.3	C7
39821	1.5	C7
39821	1.6	C7
39821	1.7	C7
39821	1.8	C7
39821	2.0	C7
39822	1.3	C10
39822	1.5	C10
39822	1.6	C10
39822	1.7	C10
39822	1.8	C10
39822	2.0	C10
39823	1.3	C3
39823	1.5	C5
39823	1.6	C4
39823	1.7	C4
39823	1.8	C3
39823	2.0	C3
39824	1.3	C1
39824	1.5	C11
39824	1.6	C11
39824	1.7	C11
39824	1.8	C11
39824	2.0	C11
39825	1.3	C3
39825	1.5	C4
39825	1.6	C3
39825	1.7	C3
39825	1.8	C4
39825	2.0	C4
39826	1.3	C3
39826	1.5	C5
39826	1.6	C4
39826	1.7	C4
39826	1.8	C3
39826	2.0	C3
39827	1.3	C13
39827	1.5	C15
39827	1.6	C15
39827	1.7	C15
39827	1.8	C15
39827	2.0	C15
39828	1.3	C2
39828	1.5	C1
39828	1.6	C1
39828	1.7	C1
39828	1.8	C1
39828	2.0	C1
39829	1.3	C3
39829	1.5	C5
39829	1.6	C4
39829	1.7	C4
39829	1.8	C3
39829	2.0	C3
39830	1.3	C3
39830	1.5	C5
39830	1.6	C4
39830	1.7	C4
39830	1.8	C3
39830	2.0	C3
39831	1.3	C3
39831	1.5	C5
39831	1.6	C4
39831	1.7	C4
39831	1.8	C3
39831	2.0	C3
39832	1.3	C3
39832	1.5	C5
39832	1.6	C4
39832	1.7	C4
39832	1.8	C3
39832	2.0	C3
39833	1.3	C3
39833	1.5	C5
39833	1.6	C4
39833	1.7	C4
39833	1.8	C3
39833	2.0	C3
39834	1.3	C3
39834	1.5	C5
39834	1.6	C4
39834	1.7	C4
39834	1.8	C3
39834	2.0	C3
39835	1.3	C4
39835	1.5	C3
39835	1.6	C16
39835	1.7	C16
39835	1.8	C16
39835	2.0	C16
39836	1.3	C1
39836	1.5	C16
39836	1.6	C17
39836	1.7	C17
39836	1.8	C18
39836	2.0	C18
39837	1.3	C3
39837	1.5	C5
39837	1.6	C4
39837	1.7	C4
39837	1.8	C3
39837	2.0	C3
39838	1.3	C3
39838	1.5	C5
39838	1.6	C4
39838	1.7	C4
39838	1.8	C3
39838	2.0	C3
39839	1.3	C3
39839	1.5	C5
39839	1.6	C4
39839	1.7	C4
39839	1.8	C3
39839	2.0	C3
39840	1.3	C4
39840	1.5	C3
39840	1.6	C16
39840	1.7	C16
39840	1.8	C16
39840	2.0	C16
39841	1.3	C3
39841	1.5	C5
39841	1.6	C4
39841	1.7	C4
39841	1.8	C3
39841	2.0	C3
39842	1.3	C3
39842	1.5	C5
39842	1.6	C4
39842	1.7	C4
39842	1.8	C3
39842	2.0	C3
39843	1.3	C3
39843	1.5	C18
39843	1.6	C20
39843	1.7	C20
39843	1.8	C21
39843	2.0	C21
39844	1.3	C3
39844	1.5	C5
39844	1.6	C4
39844	1.7	C4
39844	1.8	C3
39844	2.0	C3
39845	1.3	C10
39845	1.5	C10
39845	1.6	C10
39845	1.7	C10
39845	1.8	C10
39845	2.0	C10
39846	1.3	C3
39846	1.5	C5
39846	1.6	C4
39846	1.7	C4
39846	1.8	C3
39846	2.0	C3
39847	1.3	C4
39847	1.5	C3
39847	1.6	C16
39847	1.7	C16
39847	1.8	C16
39847	2.0	C16
39848	1.3	C3
39848	1.5	C5
39848	1.6	C4
39848	1.7	C4
39848	1.8	C3
39848	2.0	C3
39849	1.3	C1
39849	1.5	C16
39849	1.6	C17
39849	1.7	C17
39849	1.8	C18
39849	2.0	C18
39850	1.3	C2
39850	1.5	C1
39850	1.6	C1
39850	1.7	C1
39850	1.8	C1
39850	2.0	C1
39851	1.3	C9
39851	1.5	C9
39851	1.6	C9
39851	1.7	C9
39851	1.8	C9
39851	2.0	C9
39852	1.3	C3
39852	1.5	C5
39852	1.6	C4
39852	1.7	C4
39852	1.8	C3
39852	2.0	C3
39853	1.3	C3
39853	1.5	C5
39853	1.6	C4
39853	1.7	C4
39853	1.8	C3
39853	2.0	C3
39854	1.3	C7
39854	1.5	C7
39854	1.6	C7
39854	1.7	C7
39854	1.8	C7
39854	2.0	C7
39855	1.3	C3
39855	1.5	C5
39855	1.6	C4
39855	1.7	C4
39855	1.8	C3
39855	2.0	C3
39856	1.3	C3
39856	1.5	C5
39856	1.6	C4
39856	1.7	C4
39856	1.8	C3
39856	2.0	C3
39857	1.3	C3
39857	1.5	C5
39857	1.6	C4
39857	1.7	C4
39857	1.8	C3
39857	2.0	C3
39858	1.3	C10
39858	1.5	C10
39858	1.6	C10
39858	1.7	C10
39858	1.8	C10
39858	2.0	C10
39859	1.3	C4
39859	1.5	C3
39859	1.6	C16
39859	1.7	C16
39859	1.8	C16
39859	2.0	C16
39860	1.3	C4
39860	1.5	C3
39860	1.6	C16
39860	1.7	C16
39860	1.8	C16
39860	2.0	C16
39861	1.3	C3
39861	1.5	C5
39861	1.6	C4
39861	1.7	C4
39861	1.8	C3
39861	2.0	C3
39862	1.3	C3
39862	1.5	C5
39862	1.6	C4
39862	1.7	C4
39862	1.8	C3
39862	2.0	C3
39863	1.3	C1
39863	1.5	C16
39863	1.6	C17
39863	1.7	C17
39863	1.8	C18
39863	2.0	C18
39864	1.3	C3
39864	1.5	C5
39864	1.6	C4
39864	1.7	C4
39864	1.8	C3
39864	2.0	C3
39865	1.3	C3
39865	1.5	C5
39865	1.6	C4
39865	1.7	C4
39865	1.8	C3
39865	2.0	C3
39866	1.3	C2
39866	1.5	C1
39866	1.6	C1
39866	1.7	C1
39866	1.8	C1
39866	2.0	C1
39867	1.3	C3
39867	1.5	C5
39867	1.6	C4
39867	1.7	C4
39867	1.8	C3
39867	2.0	C3
39868	1.3	C4
39868	1.5	C17
39868	1.6	C18
39868	1.7	C18
39868	1.8	C19
39868	2.0	C19
39869	1.3	C9
39869	1.5	C9
39869	1.6	C9
39869	1.7	C9
39869	1.8	C9
39869	2.0	C9
39870	1.3	C3
39870	1.5	C5
39870	1.6	C4
39870	1.7	C4
39870	1.8	C3
39870	2.0	C3
39871	1.3	C3
39871	1.5	C5
39871	1.6	C4
39871	1.7	C4
39871	1.8	C3
39871	2.0	C3
39872	1.3	C3
39872	1.5	C5
39872	1.6	C4
39872	1.7	C4
39872	1.8	C3
39872	2.0	C3
39873	1.3	C3
39873	1.5	C5
39873	1.6	C4
39873	1.7	C4
39873	1.8	C3
39873	2.0	C3
39874	1.3	C3
39874	1.5	C5
39874	1.6	C4
39874	1.7	C4
39874	1.8	C3
39874	2.0	C3
39875	1.3	C3
39875	1.5	C5
39875	1.6	C4
39875	1.7	C4
39875	1.8	C3
39875	2.0	C3
39876	1.3	C3
39876	1.5	C5
39876	1.6	C4
39876	1.7	C4
39876	1.8	C3
39876	2.0	C3
39877	1.3	C3
39877	1.5	C5
39877	1.6	C4
39877	1.7	C4
39877	1.8	C3
39877	2.0	C3
39878	1.3	C3
39878	1.5	C5
39878	1.6	C4
39878	1.7	C4
39878	1.8	C3
39878	2.0	C3
39879	1.3	C3
39879	1.5	C5
39879	1.6	C4
39879	1.7	C4
39879	1.8	C3
39879	2.0	C3
39880	1.3	C9
39880	1.5	C9
39880	1.6	C9
39880	1.7	C9
39880	1.8	C9
39880	2.0	C9
39881	1.3	C3
39881	1.5	C5
39881	1.6	C4
39881	1.7	C4
39881	1.8	C3
39881	2.0	C3
39882	1.3	C10
39882	1.5	C10
39882	1.6	C10
39882	1.7	C10
39882	1.8	C10
39882	2.0	C10
39883	1.3	C1
39883	1.5	C16
39883	1.6	C17
39883	1.7	C17
39883	1.8	C18
39883	2.0	C18
39884	1.3	C2
39884	1.5	C1
39884	1.6	C1
39884	1.7	C1
39884	1.8	C1
39884	2.0	C1
39885	1.3	C3
39885	1.5	C5
39885	1.6	C4
39885	1.7	C4
39885	1.8	C3
39885	2.0	C3
39886	1.3	C3
39886	1.5	C5
39886	1.6	C4
39886	1.7	C4
39886	1.8	C3
39886	2.0	C3
39887	1.3	C10
39887	1.5	C10
39887	1.6	C10
39887	1.7	C10
39887	1.8	C10
39887	2.0	C10
39888	1.3	C3
39888	1.5	C5
39888	1.6	C4
39888	1.7	C4
39888	1.8	C3
39888	2.0	C3
39889	1.3	C3
39889	1.5	C5
39889	1.6	C4
39889	1.7	C4
39889	1.8	C3
39889	2.0	C3
39890	1.3	C13
39890	1.5	C15
39890	1.6	C15
39890	1.7	C15
39890	1.8	C15
39890	2.0	C15
39891	1.3	C4
39891	1.5	C3
39891	1.6	C16
39891	1.7	C16
39891	1.8	C16
39891	2.0	C16
39892	1.3	C13
39892	1.5	C15
39892	1.6	C15
39892	1.7	C15
39892	1.8	C15
39892	2.0	C15
39893	1.3	C3
39893	1.5	C5
39893	1.6	C4
39893	1.7	C4
39893	1.8	C3
39893	2.0	C3
39894	1.3	C3
39894	1.5	C5
39894	1.6	C4
39894	1.7	C4
39894	1.8	C3
39894	2.0	C3
39895	1.3	C3
39895	1.5	C5
39895	1.6	C4
39895	1.7	C4
39895	1.8	C3
39895	2.0	C3
39896	1.3	C3
39896	1.5	C5
39896	1.6	C4
39896	1.7	C4
39896	1.8	C3
39896	2.0	C3
39897	1.3	C3
39897	1.5	C5
39897	1.6	C4
39897	1.7	C4
39897	1.8	C3
39897	2.0	C3
39898	1.3	C3
39898	1.5	C5
39898	1.6	C4
39898	1.7	C4
39898	1.8	C3
39898	2.0	C3
39899	1.3	C3
39899	1.5	C5
39899	1.6	C4
39899	1.7	C4
39899	1.8	C3
39899	2.0	C3
39900	1.3	C3
39900	1.5	C5
39900	1.6	C4
39900	1.7	C4
39900	1.8	C3
39900	2.0	C3
39901	1.3	C3
39901	1.5	C5
39901	1.6	C4
39901	1.7	C4
39901	1.8	C3
39901	2.0	C3
39902	1.3	C3
39902	1.5	C5
39902	1.6	C4
39902	1.7	C4
39902	1.8	C3
39902	2.0	C3
39903	1.3	C7
39903	1.5	C7
39903	1.6	C7
39903	1.7	C7
39903	1.8	C7
39903	2.0	C7
39904	1.3	C3
39904	1.5	C5
39904	1.6	C4
39904	1.7	C4
39904	1.8	C3
39904	2.0	C3
39905	1.3	C10
39905	1.5	C10
39905	1.6	C10
39905	1.7	C10
39905	1.8	C10
39905	2.0	C10
39906	1.3	C13
39906	1.5	C15
39906	1.6	C15
39906	1.7	C15
39906	1.8	C15
39906	2.0	C15
39907	1.3	C3
39907	1.5	C5
39907	1.6	C4
39907	1.7	C4
39907	1.8	C3
39907	2.0	C3
39908	1.3	C10
39908	1.5	C10
39908	1.6	C10
39908	1.7	C10
39908	1.8	C10
39908	2.0	C10
39909	1.3	C3
39909	1.5	C5
39909	1.6	C4
39909	1.7	C4
39909	1.8	C3
39909	2.0	C3
39910	1.3	C3
39910	1.5	C5
39910	1.6	C4
39910	1.7	C4
39910	1.8	C3
39910	2.0	C3
39911	1.3	C3
39911	1.5	C5
39911	1.6	C4
39911	1.7	C4
39911	1.8	C3
39911	2.0	C3
39912	1.3	C3
39912	1.5	C5
39912	1.6	C4
39912	1.7	C4
39912	1.8	C3
39912	2.0	C3
39913	1.3	C3
39913	1.5	C5
39913	1.6	C4
39913	1.7	C4
39913	1.8	C3
39913	2.0	C3
39914	1.3	C2
39914	1.5	C1
39914	1.6	C1
39914	1.7	C1
39914	1.8	C1
39914	2.0	C1
39915	1.3	C13
39915	1.5	C15
39915	1.6	C15
39915	1.7	C15
39915	1.8	C15
39915	2.0	C15
39916	1.3	C3
39916	1.5	C5
39916	1.6	C4
39916	1.7	C4
39916	1.8	C3
39916	2.0	C3
39917	1.3	C3
39917	1.5	C5
39917	1.6	C4
39917	1.7	C4
39917	1.8	C3
39917	2.0	C3
39918	1.3	C3
39918	1.5	C5
39918	1.6	C4
39918	1.7	C4
39918	1.8	C3
